event_ID,event_year,event_time,event_state,latitude,longitude,phase_group,far_part,crew_cat,crew_age,crew_sex,med_certf,total_fatal,probable_cause,acft_make,acft_model,wx_cond,wind_speed,visibility,temperature
20090410X73921,2009,1845,AK,605422N,1622626W,508,135,PLT,48,,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Airspeed-Not attained/maintained - C,PIPER,PA-32-300,VMC,12,3,32
20090421X81417,2009,652,TX,261020N,0981411W,404,121,CPLT,36,F,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-(general)-Compliance w/ procedure,BOEING,737-724,VMC,14,7,77
20090422X00452,2009,1825,UT,384517N,1094517W,551,135,PLT,65,M,CL2,0,Aircraft-Aircraft systems-Landing gear system-Gear extension and retract sys-Not used/operated - C,CESSNA,T210L,VMC,,10,66
20090422X95319,2009,38,AZ,033263N,0112041W,253,121,CPLT,25,M,CL1,0,Aircraft-Aircraft handling/service-Parking/securing-(general)-Incorrect use/operation - C,DE HAVILLAND,DHC-8,VMC,,10,97
20090426X54652,2009,815,PR,182622N,0006607W,251,135,CPLT,29,M,CL1,0,Aircraft-Aircraft systems-Electrical power system-(general)-Damaged/degraded - C,DOUGLAS,DC3,VMC,4,10,75
20090427X02120,2009,1100,MA,411510N,0070336W,100,135,PLT,24,M,CL1,0,Aircraft-Aircraft systems-Landing gear system-Landing gear actuator-Incorrect service/maintenance - C,CESSNA,402C,VMC,9,10,50
20090505X04553,2009,1818,CO,039450N,1045957W,551,121,CPLT,48,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Pitch control-Incorrect use/operation - C,AIRBUS,A320,VMC,4,10,63
20090505X41523,2008,600,NY,042912N,0791517W,552,135,CPLT,33,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Surface speed/braking-Attain/maintain not possible - C,DASSAULT/SUD,FAN JET,IMC,,10,64
20090506X83403,2009,1703,AK,604628N,1615027W,100,135,PLT,71,M,CL2,0,Aircraft-Aircraft handling/service-Loading-(general)-Incorrect use/operation,CESSNA,TU206,VMC,8,10,27
20090507X00926,2009,1702,MD,391721N,0763711W,551,121,CPLT,37,M,CL1,0,Organizational issues-Support/oversight/monitoring-Training-Upgrade training-Operator - F,BOEING,DC-10,VMC,,10,63
20090513X31333,2009,45,TX,293826N,0951626W,100,121,CPLT,40,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-(general)-Incorrect use/operation - C,BOEING,737,VMC,11,10,81
20090518X11549,2009,100,WA,482825N,1222515W,552,135,PLT,37,M,CL1,0,Personnel issues-Psychological-Attention/monitoring-Monitoring other aircraft-Pilot of other aircraft - C,CESSNA,172,VMC,7,10,61
20090520X95252,2009,2050,AK,070714N,1433934W,500,135,PLT,39,F,CL2,0,Aircraft-Aircraft oper/perf/capability-Aircraft capability-Climb capability-Capability exceeded - C,HELIO,H-295,VMC,,10,0
20090522X80352,2009,2325,CA,335633N,1182425W,251,121,CPLT,24,M,CL1,0,Aircraft-Aircraft handling/service-Parking/securing-Parking/storage-Incorrect use/operation - F,EMBRAER,EMB-135,VMC,13,10,66
20090525X51624,2009,1546,FL,274543N,0805911W,350,135,CPLT,29,M,CL1,0,Aircraft-Aircraft systems-Electrical power system-Electrical pwr sys wiring-Inoperative - F,BEECH,C90A,VMC,6,10,82
20090527X25328,2009,1630,PR,018289N,0006662W,402,121,,,,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,BOEING,767 332,VMC,15,,0
20090601X10341,2009,1417,NC,351250N,0805635W,301,135,,,,,0,Personnel issues-Action/decision-Info processing/decision-(general)-ATC personnel - C,BOMBARDIER INC,CL-600-2B1,VMC,8,9,73
20090604X25647,2009,1716,IL,041592N,0873949W,502,121,,,,,0,Personnel issues-Task performance-Communication (personnel)-Issuing instructions-ATC personnel - C,MCDONNELL DOUGLAS,MD80,VMC,12,10,72
20090608X70545,2009,250,CO,393413N,1045058W,400,135,PLT,47,M,CL2,0,"Aircraft-Aircraft systems-Hydraulic power system-Hydraulic, main system-Failure - C",CESSNA,404,VMC,7,10,64
20090608X75821,2009,1900,AK,062297N,1493532W,508,135,PLT,53,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Airspeed-Not attained/maintained - C,PIPER,PA-18-150,VMC,,10,0
20090610X65600,2009,1830,CO,394459N,0010503W,152,121,,,,,0,Aircraft-Aircraft power plant-Engine fuel and control-Fuel controlling system-Malfunction - C,BOEING,757-222,,,,0
20090611X13753,2009,2240,GA,333812N,0842541W,551,121,CPLT,27,M,CL1,0,Aircraft-Aircraft systems-Landing gear system-Main landing gear-Malfunction - C,BOMBARDIER INC,CL-600-2B1,VMC,7,10,82
20090612X13814,2009,1915,OH,412924N,0814011W,251,121,,,,,0,Personnel issues-Action/decision-Info processing/decision-Decision making/judgment-ATC personnel - C,BOEING,737-7H4,VMC,6,6,57
20090616X44104,2009,1545,ME,044185N,0685423W,350,135,PLT,56,M,CL2,0,Aircraft-Aircraft power plant-Power plant-(general)-Failure,CESSNA,U206F,VMC,5,10,55
20090625X71751,2009,2252,SD,044243N,0103327W,100,135,PLT,34,M,CL2,0,Aircraft-Aircraft systems-Equipment/furnishings-Passenger compartment equip-Incorrect use/operation - C,Beech,B100,VMC,10,10,66
20090712X94532,2009,2008,FL,263210N,0814519W,500,121,CPLT,40,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-(general)-Not specified - C,AIRBUS,A320-232,VMC,6,10,90
20090714X83900,2009,2145,WV,382223N,0813535W,402,121,CPLT,41,M,CL2,0,Aircraft-Aircraft structures-Fuselage-Plates/skins (aux fuselage)-Failure - C,BOEING,737,,,,0
20090715X22949,2009,2000,AK,061590N,0152459W,253,135,CPLT,59,M,CL2,0,Aircraft-Aircraft systems-Landing gear system-Nose/tail landing gear-Failure - C,DOUGLAS,DC-3C,VMC,,25,64
20090715X44125,2009,2100,AK,605421N,1612535W,402,135,PLT,39,M,CL2,0,Aircraft-Aircraft power plant-Engine (reciprocating)-Recip engine power section-Failure - C,NOORDUYN,UC-64A,VMC,,40,61
20090715X50046,2009,2252,AK,593012N,1393937W,550,135,PLT,38,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained - C,BEECH,G18S,VMC,6,10,61
20090721X62037,2009,1444,,,,402,121,,,,,0,,BOEING,767,VMC,,,0
20090723X00731,2009,1740,AK,059565N,1562516W,300,135,PLT,57,M,CL2,0,Aircraft-Aircraft oper/perf/capability-(general)-(general)-Capability exceeded,DEHAVILLAND,BEAVER DHC-2,VMC,,20,57
20090724X12005,2009,1545,,002370N,0081140W,402,121,CPLT,44,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-(general)-Effect on personnel - C,BOEING,757,IMC,13,10,63
20090724X34459,2009,1410,IN,395443N,0008643W,500,121,CPLT,41,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-(general)-Effect on personnel,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-20,IMC,11,2,75
20090728X71721,2009,2030,VA,365340N,0076124W,401,121,CPLT,45,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,EMBRAER,EMB170,VMC,,,0
20090730X12915,2009,1330,NC,351349N,0805436W,100,121,,,,,0,Aircraft-Aircraft systems-Landing gear system-Main landing gear-Damaged/degraded,BOEING,737-3B7,,,,0
20090805X42956,2009,2215,KY,381033N,0854413W,403,121,CPLT,28,,CL2,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,BOMBARDIER INC,CL-600-2B19,IMC,22,1,72
20090806X21108,2009,315,NC,345917N,0785229W,402,121,CPLT,32,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Contributed to outcome - C,BOEING OF CANADA/DEHAV DIV,DHC-8-311,VMC,5,10,73
20090806X31035,2009,1256,OH,412924N,0814010W,300,121,,,,,0,Personnel issues-Action/decision-Action-Incorrect action sequence-ATC personnel - C,BOMBARDIER INC,DHC-8-202,VMC,8,10,75
20090810X21314,2009,755,,194413N,0683315W,400,121,,,,,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,BOEING,767-224,VMC,,,0
20090817X40557,2009,1730,AK,555510N,1592926W,552,135,PLT,59,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Attain/maintain not possible - C,CESSNA,185,VMC,,8,50
20090825X64630,2009,1506,CO,040313N,0106228W,250,135,CPLT,32,M,CL1,0,Environmental issues-Conditions/weather/phenomena-(general)-(general)-Effect on personnel - C,CESSNA,CE-560,VMC,4,10,63
20090828X50844,2009,,,,,,121,,,,,0,,MCDONNELL DOUGLAS,MD11,,,,0
20090828X61756,2009,2003,FL,002900N,0082540W,401,121,CPLT,37,M,CL2,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Awareness of condition - C,BOEING,717-200,IMC,,0,0
20090828X73416,2009,1430,AZ,341346N,0110414W,402,135,PLT,57,M,CL2,0,Aircraft-Aircraft power plant-Eng oil sys (airframe furnish)-(general)-Damaged/degraded - C,CESSNA,210K,VMC,,10,64
20090909X82446,2009,1854,CA,335633N,1182426W,552,121,CPLT,39,M,CL1,0,Aircraft-Aircraft systems-Landing gear system-Main gear strut/axle/truck-Fatigue/wear/corrosion - C,BOEING,737,VMC,10,10,73
20090910X53412,2009,1835,,,,552,121,,,,,0,Aircraft-Aircraft power plant-Engine fuel and control-Fuel distribution-Damaged/degraded - C,EMBRAER,ERJ 190-100 IGW,,,,0
20090910X95942,2009,100,,047300N,0052360W,402,121,,,,,0,Aircraft-Aircraft systems-Oxygen system-Oxygen sys wiring-Damaged/degraded - C,BOEING,767 432ER,Unk,,,0
20090915X12034,2009,1835,MA,042549N,0732123W,401,135,PLT,30,M,CL2,0,Aircraft-Aircraft power plant-Engine (turbine/turboprop)-Reduction gear and shaft-Failure - C,CESSNA,208,VMC,7,10,72
20090918X00417,2009,2212,AK,063410N,1702920W,552,135,CPLT,29,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained - C,CASA,212-200,VMC,28,3,39
20090918X20657,2009,100,AK,061300N,0015470W,300,135,PLT,34,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained - C,PIPER,PA-12,VMC,5,10,61
20090921X05830,2009,,VA,385715N,0077277W,990,121,,,,,0,Not determined-Not determined-(general)-(general)-Unknown/Not determined - C,BOMBARDIER INC,DHC-8-202,,,,0
20090921X73211,2009,28,NJ,404425N,0741010W,150,121,,,,,0,Aircraft-Aircraft systems-Landing gear system-Main gear strut/axle/truck-Failure - C,BOEING,767,VMC,,,0
20090922X51734,2009,1315,NE,411811N,0955338W,100,135,PLT,25,,CL1,0,Environmental issues-Physical environment-Object/animal/substance-Aircraft-Response/compensation,CESSNA,402B,VMC,,10,48
20090925X65328,2009,102,MI,444430N,0853457W,400,121,CPLT,23,M,CL1,0,Personnel issues-Physical-Impairment/incapacitation-(general)-Cabin crew - C,SAAB,340B,VMC,,10,66
20091002X22413,2009,16,CA,333949N,1211155W,154,135,PLT,56,M,CL2,0,Aircraft-Aircraft handling/service-Parking/securing-Parking/storage-Not specified - C,CESSNA,421B,VMC,12,10,84
20091019X45931,2009,1745,HI,021910N,0157546W,154,135,CPLT,25,M,CL1,0,Aircraft-Aircraft handling/service-Parking/securing-Tie-down/mooring-Incorrect use/operation,CESSNA,208B,VMC,,25,0
20091020X05636,2009,1005,GA,,,500,121,,38,F,CL1,0,Environmental issues-Operating environment-Airport facilities/design-Taxiway lighting-Contributed to outcome,BOEING,767,VMC,,10,37
20091020X14635,2009,2344,,343734S,0523822W,402,121,PLT,49,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-(general)-Effect on personnel - C,BOEING,767-3P6,VMC,,,0
20091022X00120,2009,2356,MN,445250N,0931315W,400,121,CPLT,54,M,CL1,0,Environmental issues-Operating environment-Air traffic/operating proc-(general)-Not specified,AIRBUS,A320,,,,0
20091028X64921,2009,500,,345016S,0056058W,,121,,,,,0,,MCDONNELL DOUGLAS,MD11,,,,0
20091029X02444,2009,2215,GA,333812N,0842541W,404,121,CPLT,47,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-(general)-Effect on personnel - C,BOEING,767-432ER,IMC,8,0,55
20091030X64143,2009,1602,NC,361138N,0079190W,404,121,CPLT,35,M,CL1,0,Organizational issues-Support/oversight/monitoring-Documentation/record keeping-(general)-Operator - F,BOEING,717-200,VMC,11,10,61
20091102X82140,2009,1550,AZ,033263N,0112041W,401,121,CPLT,41,M,CL1,0,Environmental issues-Physical environment-Object/animal/substance-Animal(s)/bird(s)-Effect on operation - C,MCDONNELL DOUGLAS,MD-90-30,VMC,3,10,66
20091104X23538,2009,1450,AZ,341521N,0110012W,404,135,PLT,26,M,CL1,0,Environmental issues-Physical environment-Object/animal/substance-Animal(s)/bird(s)-Not specified - C,BEECH,C-99,VMC,,9,39
20091117X55556,2009,0,MO,391752N,0944250W,401,121,,,M,,0,Environmental issues-Physical environment-Object/animal/substance-Animal(s)/bird(s)-Effect on equipment - C,AIRBUS,A319-111,VMC,13,10,63
20091124X94107,2009,30,VA,383920N,0784229W,402,121,CPLT,44,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Convective turbulence-Effect on personnel - C,BOEING,777-200,IMC,,,0
20091210X11359,2009,1247,NY,043142N,0752425W,401,135,PLT,46,M,CL2,0,Aircraft-Aircraft power plant-Engine (turbine/turboprop)-Compressor section-Fatigue/wear/corrosion - C,CESSNA,208B,VMC,6,8,52
20091214X41802,2009,346,NC,352150N,0805635W,551,121,,,,,0,Environmental issues-Conditions/weather/phenomena-Ceiling/visibility/precip-Low ceiling-Effect on operation,BOEING,MD,IMC,,,0
20091215X64622,2009,56,MO,384455N,0902212W,502,135,PLT,40,M,CL1,0,Aircraft-Aircraft systems-Landing gear system-Gear extension and retract sys-Incorrect use/operation - C,BEECH,200,VMC,8,10,25
20091223X12805,2009,322,,017568N,0764715W,,121,,,,,0,,BOEING,737,IMC,14,,0
20091223X50505,2009,1615,TX,325349N,0097217W,153,121,PLT,56,,CL1,0,Personnel issues-Miscellaneous-(general)-(general)-Other/unknown - C,BOMBARDIER,CL600 2C10,VMC,,,0
20091228X15816,2009,200,TX,325329N,0097210W,404,121,CPLT,24,M,CL1,0,Aircraft-Aircraft structures-Empennage structure-Elevator/tab attach fitting-Incorrect service/maintenance - F,ATR,ATR72,VMC,,10,32
20091229X00323,2009,0,UT,384517N,1094517W,300,135,PLT,49,M,CL2,0,Environmental issues-Physical environment-Runway/land/takeoff/taxi surfa-Snow/slush/ice covered-Decision related to condition - C,CESSNA,402C,IMC,4,1,23
20100103X60452,2010,2021,KY,037313N,0843656W,552,135,CPLT,33,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Descent/approach/glide path-Not attained/maintained - C,FAIRCHILD,SA227,VMC,5,10,19
20100106X32329,2010,145,NC,352330N,0804230W,551,135,PLT,31,M,CL2,0,Aircraft-Aircraft systems-Landing gear system-Main landing gear attach sec-Malfunction - C,PIPER,PA-32R-300,IMC,,0,46
20100106X55618,2010,1235,NE,404337N,0099024W,502,135,PLT,35,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-(general)-Not attained/maintained - C,BEECH,C-99,IMC,,0,21
20100112X10853,2010,1415,NJ,404426N,0741011W,550,121,CPLT,46,M,CL1,0,Aircraft-Aircraft systems-Electrical power system-(general)-Incorrect use/operation,AIRBUS INDUSTRIE,A319-131,VMC,7,10,16
20100114X11754,2010,0,,,,300,121,,,,,0,Aircraft-Aircraft power plant-Engine (turbine/turboprop)-(general)-Incorrect service/maintenance - F,ATR,ATR72,,,,0
20100115X35851,2010,1430,AK,555513N,1592925W,250,135,PLT,48,M,CL2,0,Aircraft-Aircraft structures-Fuselage-Frames (main fuselage)-Damaged/degraded,PIPER,PA-12,VMC,,20,-9
20100119X00231,2010,1330,AK,604647N,1615017W,300,135,PLT,25,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained - C,CESSNA,172M,VMC,15,4,0
20100121X82958,2010,2100,WV,382058N,0813749W,301,121,CPLT,44,M,CL1,0,Aircraft-Aircraft systems-Flight control system-TE flap control system-Incorrect use/operation - C,BOMBARDIER,CL600,VMC,3,10,48
20100125X41838,2010,345,AK,551958N,1603228W,350,135,CPLT,23,F,CL2,2,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-(general)-Not specified - C,BEECH,1900C,VMC,19,8,23
20100202X05446,2010,2012,NY,435918N,0076111W,500,135,PLT,46,M,CL1,0,"Aircraft-Aircraft systems-Indicating/recording systems-Indep instrument (clock, etc)-Malfunction - F",CESSNA,402C,VMC,10,3,21
20100212X25909,2010,815,TX,035139N,1014221W,552,135,PLT,54,M,CL2,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Directional control-Not attained/maintained - C,MITSUBISHI,MU-2B-60,IMC,6,,28
20100216X20235,2010,2245,CA,342750N,1183049W,501,121,CPLT,45,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Pitch control-Incorrect use/operation - C,BOEING,737-7H4,VMC,3,10,72
20100216X34257,2010,1435,CA,335632N,1182351W,253,121,CPLT,25,M,CL1,0,Personnel issues-Psychological-Attention/monitoring-Monitoring environment-Flight crew - C,EMBRAER,EMB-120ER,VMC,3,10,57
20100219X11249,2010,,OH,039449N,0084422W,150,121,,,,,0,Aircraft-Aircraft systems-Landing gear system-Nose/tail landing gear-Damaged/degraded,DOUGLAS,DC8,,,,0
20100219X33356,2010,241,CA,384143N,1213526W,500,135,PLT,38,M,CL2,0,Environmental issues-Physical environment-Object/animal/substance-Animal(s)/bird(s)-Effect on equipment - C,CESSNA,208B,VMC,5,8,59
20100222X84927,2010,2358,AK,611028N,1495947W,403,121,CPLT,52,F,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Effect on personnel - C,BOEING,747,Unk,,,0
20100223X45456,2010,2057,AK,595235N,0163107W,350,135,PLT,52,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Airspeed-Not attained/maintained - C,CESSNA,208B,VMC,4,2,23
20100224X50823,2010,1329,MN,445255N,0931318W,100,135,PLT,48,M,CL2,0,Personnel issues-Psychological-Attention/monitoring-Task monitoring/vigilance-Pilot - F,Hawker Beechcraft Corp.,65-B80,VMC,7,10,1
20100310X51115,2010,1755,NY,404344N,0732448W,401,135,CPLT,75,M,CL1,0,Aircraft-Aircraft power plant-Engine (turbine/turboprop)-Turbine section-Damaged/degraded,GULFSTREAM AMERICAN CORP.,G-1159A,VMC,8,10,52
20100310X51327,2010,2030,AK,592112N,1515550W,552,135,PLT,29,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Aircraft capability-Landing distance-Capability exceeded,CESSNA,U206G,VMC,,6,34
20100312X84023,2010,1520,FL,283053N,0804757W,402,121,CPLT,45,F,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-(general)-Not specified - C,AIRBUS INDUSTRIE,A319-100,VMC,16,3,66
20100315X12046,2010,4,IL,414950N,0874337W,502,121,CPLT,27,M,CL1,0,Aircraft-Aircraft systems-Flight control system-Elevator control system-Damaged/degraded - F,EMBRAER,EMB-145LR,VMC,11,7,46
20100316X13617,2010,2030,AK,057450N,1522938W,350,135,PLT,37,M,CL1,0,Aircraft-Aircraft oper/perf/capability-Performance/control parameters-Climb rate-Capability exceeded - C,BRITTEN-NORMAN,BN-2A-21,VMC,21,7,34
20100317X00948,2010,128,AZ,332550N,0112039W,551,135,,,,,0,Personnel issues-Action/decision-Info processing/decision-Identification/recognition-Pilot - C,CESSNA,208B,VMC,,,0
20100323X42745,2010,1317,,,,402,121,,,,,0,,MCDONNELL DOUGLAS,MD-11F,,,,0
20100326X90457,2010,1304,MD,039150N,0007660W,404,121,,,,,0,Organizational issues-Support/oversight/monitoring-Training-Initial training-ATC - F,BOEING,737,,,,0
20100330X00627,2010,1812,CA,374650N,1222512W,350,121,,,,,0,Organizational issues-Management-Policy/procedure-Adequacy of policy/proc-ATC - F,BOEING,777-222,,,,0
20100331X51222,2010,2215,AK,593844N,1512836W,350,135,PLT,37,M,CL2,0,Aircraft-Aircraft power plant-Engine (reciprocating)-Recip eng cyl section-Fatigue/wear/corrosion - C,CESSNA,206,VMC,8,10,34
20100405X33651,2010,2015,HI,021197N,1575520W,251,135,PLT,77,M,CL1,0,Environmental issues-Physical environment-Object/animal/substance-Aircraft-Not specified,PIPER,PA-31-350,VMC,13,8,73
20100405X40816,2010,1138,IA,413132N,0931848W,402,121,CPLT,30,M,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-Clear air turbulence-Effect on personnel - C,EMBRAER,ERJ 170-100 SE,VMC,6,10,37
20100410X34740,2010,230,CA,335648N,0118241W,203,121,CPLT,37,M,CL1,0,Environmental issues-Physical environment-Object/animal/substance-Ground vehicle-Contributed to outcome - C,BOEING,737-3H4,VMC,10,8,57
20100414X04022,2010,1305,,,,400,121,,,,,0,,BOEING,767-323,,,,0
20100420X55951,2010,1758,CA,341012N,1182020W,552,121,,,,,0,Personnel issues-Action/decision-Action-Forgotten action/omission-ATC personnel - C,BOEING,737-7H4,VMC,7,10,68
20100423X01145,2010,30,IL,041847N,0875133W,402,121,CPLT,28,F,CL1,0,Environmental issues-Conditions/weather/phenomena-Turbulence-(general)-Effect on personnel - C,SAAB-SCANIA,SAAB 340B,IMC,7,10,70
